"feature","J_XYL_F_0001_01","J_XYL_F_0002_01","J_XYL_F_0003_01","J_XYL_F_0004_01","J_XYL_F_0005_01","J_XYL_F_0006_01","J_XYL_F_0010_01","J_XYL_F_0012_01","J_XYL_F_0013_01","J_XYL_F_0015_01","J_XYL_F_0016_01","J_XYL_F_0018_01","J_XYL_F_0020_01","J_XYL_F_0025_01","J_XYL_F_0031_01","J_XYL_F_0032_01","J_XYL_F_0034_01","J_XYL_F_0036_01","J_XYL_F_0043_01","J_XYL_F_0044_01","J_XYL_F_0045_01","J_XYL_F_0046_01","J_XYL_F_0047_01","J_XYL_F_0048_01","J_XYL_F_0050_01","J_XYL_F_0051_01","J_XYL_F_0053_01","J_XYL_F_0057_01","J_XYL_F_0058_01","J_XYL_F_0059_01","J_XYL_F_0060_01","J_XYL_F_0061_01","J_XYL_F_0062_01","J_XYL_F_0064_01","J_XYL_F_0065_01","J_XYL_F_0066_01","K_XYL_F_0001_01","K_XYL_F_0002_01","K_XYL_F_0003_01","K_XYL_F_0004_01","K_XYL_F_0005_01","K_XYL_F_0007_01","K_XYL_F_0008_01","K_XYL_F_0009_01","K_XYL_F_0011_01","K_XYL_F_0012_01","K_XYL_F_0013_01","K_XYL_F_0017_01","K_XYL_F_0018_01","K_XYL_F_0022_01","K_XYL_F_0028_01","K_XYL_F_0030_03","K_XYL_F_0033_01","K_XYL_F_0035_01","K_XYL_F_0036_01","K_XYL_F_0037_01","K_XYL_F_0038_01","K_XYL_F_0039_01","K_XYL_F_0042_01","K_XYL_F_0043_01","K_XYL_F_0044_01","K_XYL_F_0045_01","K_XYL_F_0046_01","K_XYL_F_0047_01","K_XYL_F_0048_01"
"s__dispar",0.350501185744827,-0.44935391769549,0.135436882257882,-0.593233894606104,-1.01141536709898,0.99769702892105,-1.14753236787723,-1.65605532274354,-1.03043627538909,-0.456642146883667,0.154385745012943,-0.701361129140322,-0.75782615832634,0.0504048171705922,0.806531538920969,1.6207637346654,0.673473776914348,-0.243329171739014,0.236326256235103,-0.361678225340628,0.33317714735099,-0.868309633135553,0.336327797342203,0.517568687330136,0.703596041637423,0.653893851955558,-1.60347680942607,-0.25894024380909,1.7313664459431,0.766699325319828,1.44505712624383,0.212762688411835,-0.331867930378447,0.549307187952843,-1.50206983707863,0.854637815366242,0.541430427347561,1.20720785310909,2.0693635387156,0.42510409006358,0.140884313341422,0.222979610839679,-1.07729966246591,-0.372603019600617,0.273358681829827,-0.646513420354873,-0.115310559026458,0.568474650866205,0.377285121607008,1.35452928283541,1.65616536923842,1.86929041701045,-0.648867545171872,0.0569061232324786,0.643846079865385,-2.14820878173824,1.53261922896658,0.337232408126946,-1.65414281625246,0.27292634264406,-0.345327497778691,-2.8579098713718,-3.00218456300975,0.190211313408196,-1.02783376630613
"s__aerofaciens",-0.0302299501329414,0.0722188543298713,-0.122433975904809,0.0572737893016539,0.107707346525045,-0.154086239128355,0.198098325255452,0.132372746773985,0.148327247670209,0.0256880854312184,-0.00368236151225667,0.140280193862188,0.143108246023761,-0.00783981844909258,-0.0583054877495455,-0.0804431378647431,-0.0746157755442879,0.0532345833305723,0.0531042366424227,-0.0271306144318681,0.00475396144605282,0.121617900950591,0.0426429794268213,-0.015963536912638,-0.0231778700362336,-0.0811657541599503,0.187196785793803,-0.113610403919998,-0.214245706310389,-0.088065041708722,-0.122889467223741,-0.100989747094705,0.0257979384852677,-0.0455621614661782,0.198572855340248,-0.131296396251066,-0.0190791900608147,-0.113037209778914,-0.253035586652658,-0.0704153151788084,-0.111145697424626,-0.0119999520477344,0.135032035812081,-0.0305721374764588,-0.0107087355343053,0.063537146550947,-0.0289691553000395,-0.0232079540257656,-0.0570705834569146,-0.199575886852374,-0.221049978512205,-0.253951259914179,0.0293377231538543,-0.00232344350034401,-0.0591666634508724,0.198974214237051,-0.0785782978188122,-0.0271301549664602,0.153019538256538,-0.0302892606893323,0.00881748187746252,0.394267531562402,0.366660204523132,-0.0580248191650579,0.0934227750455663
"s__plebeius",-0.1162033997615,0.130848544918271,0.200562025254312,0.392516124071006,0.438998718199098,-0.340558422012453,0.166283995526482,0.871851945156193,0.525587278343532,0.375904567756634,-0.160212327994242,0.00122902993340961,0.133155439616551,-0.0585915709586667,-0.504938294721282,-1.75742080599416,-0.405525793948863,-0.0146870111248357,-0.399646116231852,0.488618747591997,-0.150442090554113,0.293374905172391,-0.383694499168787,-0.280716789574625,-0.402643559642903,0.188510066189505,0.71629680192279,0.414509395468759,-0.607717559617501,-0.391733561438649,-0.658750869229172,0.203849755625228,0.284743830844547,-0.223731694491822,0.649109292794056,-0.209239545355521,-0.375170119632629,-0.568017236295068,-1.09376405754127,0.0993727421570704,0.262629971369895,-0.165299252799079,0.613934503243476,0.613210470259843,-0.173852963939327,0.376962707322032,0.343259111887457,-0.323612384256111,-0.217088188628566,-0.482762608988837,-0.656795160134769,-0.804236773131685,0.368751438825456,-0.109689818772294,-0.633208401220829,1.10548836026186,-1.02756627055764,-0.15406847951475,0.768437411401721,-0.0490199419593782,0.207598222287062,0.874639805231092,1.54642514085947,0.0345827811856101,0.209362438516357
"s__producta",-0.0785322969261091,0.0587046066662215,-0.0247620933484799,-0.0179271380927045,0.118412973261895,-0.104658339329267,0.248137670508905,0.15614917332802,0.000875211606569115,-0.0365896147767334,0.0279616873941396,0.192276348292601,0.126891703578159,0.0245590062583863,-0.0284235814425695,0.416511219162118,0.00730787197713963,0.0700682426361563,0.0572487176985682,-0.0881776668348936,-0.100958231948818,0.113780292155722,0.00255558664368147,-0.0846466400878506,-0.0975232526492283,-0.397192741303525,0.146096293626337,0.045194555618234,-0.256968294153203,-0.0368266239351819,-0.197467224937116,-0.109098805267786,-0.0466170269813615,-0.0961370419842078,0.114430760867882,-0.150100644954785,-0.0260324031266875,-0.135188811982118,-0.047964987871319,-0.212541484647286,-0.0912357317077087,0.00384753021728766,-0.0124733052335813,-0.165497966786911,-0.0225645188389646,0.0151508982197574,-0.129501830215981,-0.0726542644971535,0.0219419159350781,-0.143236497904063,-0.16506010292789,-0.13373791837635,0.078697446529597,0.0483009971800028,0.163510982465183,0.176045781644448,-0.058045956178818,-0.0483868337304043,0.195405077896904,-0.0798669973221895,0.044895469105167,0.44978364601712,0.0993404376294651,-0.0444040469262761,0.316918813106775
"s__yabuuchiae",-0.0442741759375395,-0.0582226347197894,0.421755186750381,0.116547713670385,0.0934824488964106,0.093095677140652,-0.246100284885128,0.344819532543729,-0.00617826824196183,0.172987259706594,-0.0852347960584689,-0.244694157290654,-0.195306372924254,-0.00812626457637025,-0.213311805858243,-0.782073600057849,-0.0883756210482657,-0.104556527388141,-0.370848267341421,0.352069464743639,-0.164026480043782,-0.0411955053195028,-0.362046449136697,-0.193331141424411,-0.264607671371773,0.125700040005931,0.100902201447765,0.579993357577646,-0.0172815699307491,-0.0684359196909211,-0.244706762432038,0.329266116481124,0.106069321386826,-0.0883945911898795,0.0118249189166134,0.103405149681682,-0.22009603320441,-0.176109007847173,-0.146063178591892,0.132069576896344,0.402745954788378,-0.0805066825172759,0.079249573544208,0.405793268894286,-0.102716077190763,0.107388024000623,0.237540758116014,-0.198620052346151,0.0035334580191891,0.0885606049115085,0.0123561802626625,0.00871696378201312,0.217211681476059,-0.0441796153153331,-0.201402556958904,0.350255189296658,-0.531956614920092,-0.0622699454246014,0.24430086650958,0.000603663743064206,0.14136242345187,-0.144523691228887,0.200641037720258,0.142590517562077,0.0729341904891514
"s__bromii",-0.0610992836120485,0.0380923701263346,0.220870379888231,0.215578336222955,0.220564672106596,-0.120096884087707,-0.0154568914816306,0.49158345553534,0.237859193756975,0.226351623896022,-0.100793815560768,-0.0865496232937393,-0.00697825803274865,-0.0308554758280511,-0.293024647672072,-1.06678823122725,-0.212264921889041,-0.0431033133321217,-0.298487127070326,0.335489194826618,-0.111456721602298,0.113665536953851,-0.284839145817685,-0.180869412605994,-0.257203341956649,0.150971241797755,0.347447365947624,0.361648092943318,-0.26508156013857,-0.196945385916106,-0.361250820471652,0.200082374716119,0.165180666861675,-0.122322092087483,0.291970801762403,-0.0539851252614726,-0.23603642243534,-0.303306219490315,-0.539980914547342,0.0997221203921723,0.247936143381735,-0.100049380089678,0.304934331629525,0.413835677312843,-0.108886486146638,0.203468129929892,0.23729684999337,-0.202853462295726,-0.0994590907500196,-0.183734100609654,-0.284726076752731,-0.355217384062887,0.228666630640871,-0.0666920905502196,-0.360943599738905,0.598473216334706,-0.6259291634321,-0.0858652707521486,0.411310005737425,-0.0167705349414418,0.134469682675873,0.324808161040683,0.759541946859176,0.0619567207491232,0.0961273515213516
"s__biforme",0.316120629030369,-0.321109604767823,-0.0507529709408279,-0.406220247310766,-0.795318945254383,0.702129775778746,-0.877065594595468,-1.33923340835654,-0.656662840848896,-0.32261746040003,0.104328899233848,-0.53902522256986,-0.531221645916212,0.0117379241842344,0.623870180735971,0.934256424811577,0.456904613386625,-0.182725310863446,0.237612869624091,-0.280839980232048,0.372287720368622,-0.648050041394095,0.350596249902653,0.485605893326002,0.643993934229799,0.750717277882677,-1.20288297359081,-0.430181102182053,1.35900936137384,0.551178494519814,1.20587685244926,0.11485506966036,-0.207751646476759,0.47683912675078,-1.07372477045111,0.650410109944326,0.454835364607147,0.968018208451143,1.42356536425551,0.425007050295172,0.0237538427536614,0.169470904303552,-0.70640531521943,-0.234153180142317,0.235466962739189,-0.468487771838496,-0.040106833978576,0.508636196501995,0.218589012015519,0.968793674843613,1.21149022085533,1.3189630748371,-0.572881713411908,0.00687861760263268,0.331281464655417,-1.6747546124627,1.23772147578886,0.285596335226494,-1.33729523003314,0.250717415960485,-0.317613440102337,-2.20177824629747,-2.08951899117018,0.109655823818222,-0.988393315896957
"s__reuteri",0.00914291964984416,-0.0634215984297665,0.272579914371404,0.0802472425460318,0.00258808986221113,0.106510991141307,-0.267815138437588,0.14042814866859,-0.00458722393453065,0.123884267182643,-0.0656723323629979,-0.240880318975599,-0.180004083194715,-0.0164033796499004,-0.118567397568085,-0.676694839718091,-0.057856683637686,-0.0972995255715648,-0.256009996257535,0.258688886856997,-0.0545827518648287,-0.0785732196887491,-0.225159409797806,-0.0802228217779578,-0.118302856023713,0.262256934167056,-0.00586484257811013,0.337938022708858,0.109091723288201,-0.0250119398397308,-0.0593716346608408,0.254477486979989,0.087159246182766,-0.00993123575955774,-0.0462773335590406,0.13391973551607,-0.123967517327205,-0.0458813477313384,-0.0674419460817104,0.180474400769647,0.291648001295983,-0.0515373372661229,0.0544639293184421,0.327800756118086,-0.0530159591331836,0.0592169454578248,0.207053251801547,-0.0890411271662897,-0.0078593455651647,0.121721156282478,0.0847808804180004,0.0680742676012497,0.097717677676363,-0.0497286522213752,-0.200276352697453,0.134393446623744,-0.301803098771345,-0.0159824503328126,0.0600043956882506,0.0375124816886239,0.0665537506448844,-0.29906489494358,0.0770706810684521,0.108918791479412,-0.102207830528983
"s__uniformis",-0.0550303496597785,0.0442615103175807,-0.0818011743533314,-0.0700893756249824,0.0514059291056987,-0.066084018501392,0.229948491185984,0.0159209297870288,-0.0568978916911418,-0.0902513769304586,0.0507779122263908,0.19705303646745,0.118341850654273,0.0296530588567858,0.0486542846860385,0.643963902332246,0.0593564199625867,0.0748337480732052,0.129097437478921,-0.165582877446605,-0.0612460236488746,0.075104392669309,0.0765650797412503,-0.0293336292574395,-0.0213501114538022,-0.39496418171316,0.0453339966764918,-0.0554228854740892,-0.16603571808605,0.0157391578592171,-0.0860712934798443,-0.15115444804783,-0.0834543601278413,-0.0553428674034293,0.0316366624898447,-0.123076027415326,0.037054958215828,-0.0452066054922912,0.0901477679680165,-0.216859262098103,-0.147775823893089,0.0288851980663637,-0.0863719263154332,-0.254771256134693,0.00763571837179765,-0.0373276888178783,-0.177217520050105,-0.0131552245583688,0.0438021544035838,-0.08519293607946,-0.0791823043794647,-0.0338949419840658,0.0120489164277169,0.0601752062289276,0.237267688945421,0.0077431699619977,0.107399381500135,-0.0217029823881705,0.0720677776066842,-0.0676258023521524,0.00565213623962176,0.326880110699401,-0.0981255187690188,-0.0569107781957768,0.26010119661765
"s__caccae",0.0644121730439869,-0.098340463834701,0.16897048585854,-0.0132028366007864,-0.138635149786535,0.192279274304274,-0.337097692531778,-0.142237786477422,-0.110239464226042,0.0301204350552607,-0.0276118821143804,-0.25967845102167,-0.213538473045311,-0.0107849028392272,0.0282145763075711,-0.318820701194765,0.036795834469708,-0.0985072448024205,-0.130683446740025,0.128073725643217,0.0346305692760661,-0.166309943941373,-0.0875981556572631,0.035225830545682,0.0377638799761609,0.326043104473245,-0.213050258691286,0.142828843512027,0.314619998659704,0.0771760270003259,0.176169064008615,0.191820516164607,0.0261714741136405,0.0799548380130533,-0.215125837368112,0.205446394982311,-0.00306369485783607,0.140505347382772,0.193344336075051,0.204051680117011,0.199244744596644,-0.00577065835665625,-0.0792564017664029,0.186904503012467,0.00638429503473185,-0.0397939666099141,0.137858770890906,0.032264659705622,0.0287069883508019,0.248989892362551,0.266814388514028,0.270869325861349,-0.0377144149275116,-0.0350762951612292,-0.088964001945421,-0.20265029689309,0.0133636990478481,0.0406323081116441,-0.197038005081595,0.0720725162238725,-0.0130708927606461,-0.591242641589909,-0.300423551369718,0.0917764979748634,-0.254973486477134
"s__formicigenerans",-0.122980615123271,0.122198278796178,0.0762305587265814,0.208510205304058,0.337114813730913,-0.279552717450662,0.292065274967675,0.603032842928063,0.305955965478868,0.182191048799577,-0.0679428741156717,0.155063843258355,0.180888099456915,-0.015486535039215,-0.302863439165295,-0.672355147462617,-0.225345711465357,0.0485243204590309,-0.170469989258362,0.200291680152173,-0.153146965920549,0.256195989884078,-0.201959769594775,-0.215205171918224,-0.291739701776804,-0.189727876490545,0.51803372056166,0.24369248814815,-0.541043659078012,-0.25088932804689,-0.515011194977849,0.0208180298956666,0.125381957510735,-0.196053713616681,0.460347757783024,-0.237360470362852,-0.225447052634263,-0.420047210975809,-0.662438783115484,-0.105762923478526,0.0642683189890641,-0.0889037576098327,0.342951187401217,0.212842213784756,-0.112169565652945,0.224327174749218,0.0914510266695778,-0.230988025565498,-0.109993314216991,-0.390254109008521,-0.503359487347642,-0.565655458394183,0.260667250497545,-0.025775729973998,-0.236529300032956,0.752982653909545,-0.611402538608352,-0.121811934625972,0.577162654043752,-0.0873098519255648,0.14619339153279,0.846375859235976,0.96012060215783,-0.0200499355830033,0.351154650800202
"s__obeum",0.0284787882230139,-0.065956716237947,0.106503351119775,-0.0556796382003824,-0.10140823490279,0.141426618158425,-0.178770864145093,-0.128703463991833,-0.138324608467096,-0.0273433654690199,0.00516369328600458,-0.125211620336754,-0.129186501934114,0.00763097997731463,0.0580713198206973,0.0920144820310908,0.0712857585315835,-0.0473251081230185,-0.0424906169187857,0.0183759896370402,-0.00216764056274187,-0.111995587437541,-0.0332574948621333,0.017808399420446,0.0257390914252242,0.0707870152307857,-0.175545388976802,0.0958916551549482,0.198529628410243,0.0831788548444811,0.117766357452189,0.0875813989465499,-0.0263079098264065,0.0434646491959596,-0.184773157441768,0.119660461352117,0.0215978371249028,0.107758099069399,0.238478356226578,0.061895102989779,0.0958575680680765,0.0126775888550865,-0.127546215420771,0.0200934427103902,0.0116929850674665,-0.0611353083668492,0.0218751752867528,0.0247469755548833,0.0533527573717715,0.183703750267122,0.204971783577245,0.235959150899728,-0.0307622167471925,0.00329373772965706,0.0599668812680067,-0.190828806595249,0.0825352008656906,0.0261151586678438,-0.145895120753158,0.027716107256282,-0.0104724001325289,-0.362324747296329,-0.345164530229777,0.0512851984108979,-0.0863540861093653
"s__torques",-0.0109242438874242,-0.00390060095737057,0.0839000904745623,0.0462080943860019,0.0384255409460871,-0.00194747783832853,-0.0422439215192088,0.106558926046629,0.0339383649190903,0.0553404945552801,-0.0261190660348092,-0.0500988908624162,-0.0298037204251605,-0.0065131535570824,-0.0671735690231696,-0.26711095542092,-0.0418959698808187,-0.0217912100094987,-0.0904868558270444,0.0949361954613576,-0.0317026570873016,0.00685380196606111,-0.0851350383027549,-0.0460379730079521,-0.0651917782201153,0.0538496770131284,0.0566693626604156,0.120493204635147,-0.0299419129853585,-0.0354080633533161,-0.0737803236471495,0.0733170675082037,0.0388029362304283,-0.0244140356703176,0.0392146045637146,0.0108530463633152,-0.0597708128653935,-0.0597126119429162,-0.0943237556941005,0.0393574780827296,0.0883684896770324,-0.024427360694806,0.0545437527976943,0.116075679665605,-0.0272704588281173,0.041948093469437,0.0685988857950932,-0.0503865052307315,-0.0150165516610303,-0.0101552373068886,-0.0331226633166572,-0.0451671533875095,0.0561309708193169,-0.0170707973920084,-0.0837406622469896,0.121974480449281,-0.152759641824981,-0.0179684421062317,0.0811248465843659,0.000988319885887165,0.0347024126431006,0.011118604572963,0.130756683190133,0.0280270403589636,0.00943692629485213
"s__eutactus",-0.0253508364534004,0.0518265667237859,0.160806538056173,0.298304446042698,0.230133312675971,-0.170447760033537,-0.0626975129793573,0.514844652928185,0.38226373723084,0.299682107288428,-0.136894709573221,-0.141053652134286,0.00362822938770252,-0.0610235506268029,-0.344553429239726,-1.58537506296418,-0.300075821444258,-0.0622860626061259,-0.330657256432339,0.418835094412948,-0.0323780340382537,0.128761110811317,-0.278103100666648,-0.139240353852363,-0.217748837153191,0.434026938424553,0.411302922056944,0.262746261701301,-0.249830394401845,-0.257114659414475,-0.329543382833854,0.227293161024995,0.241408559043651,-0.0900737658563911,0.386922154432819,-0.04080552010755,-0.251754982141361,-0.310779781099523,-0.759444456645423,0.230565178257505,0.256043042093129,-0.122560170751595,0.455848088582197,0.567084969597429,-0.108781138796032,0.262252967397092,0.344986063277127,-0.179432352175425,-0.17462443199389,-0.245064653208628,-0.354774992319613,-0.48563410965524,0.207611777374325,-0.115720187760186,-0.582033959367611,0.670066451787451,-0.700129385403631,-0.0753751516887122,0.410994564610965,0.0241788447931859,0.11626280039032,0.301157477978037,1.05015832017002,0.0571850592048365,-0.0858179419372597
"s__parvula",-0.161474154781416,0.106565686509958,0.0220534356538685,-0.0113420022217711,0.251017521284642,-0.193025908714393,0.445680891113142,0.370235118187269,0.00717917155396292,-0.0388142991272281,0.038775263832813,0.33509673269907,0.217336461679694,0.0457963528866235,-0.0958569820123809,0.663714200660975,-0.00496788159655119,0.119454121868924,0.0469420490226632,-0.109094193809391,-0.224817906762765,0.218552322532917,-0.0579507438710896,-0.199368742425802,-0.237402862918537,-0.750926595148055,0.309530780139484,0.186352793427542,-0.51065254806271,-0.0875357673966912,-0.431976512280101,-0.157004552792154,-0.0702208187671231,-0.204172369825093,0.232720786801399,-0.278242385413722,-0.0906943241611879,-0.298556610841708,-0.130345020149918,-0.391427433859974,-0.109683169158325,-0.00748480371601491,-0.00399317967573637,-0.249489985948509,-0.06259290592304,0.0514069985140843,-0.20976626342589,-0.177394121861646,0.0406240508298315,-0.270628434235268,-0.327518552791297,-0.26892429668093,0.192706467519503,0.0856041762420515,0.278234010697131,0.412728982234106,-0.211200204251064,-0.106130898144046,0.429245486515766,-0.156031529902195,0.112706416201553,0.863394478588978,0.244733650497677,-0.0631186552489759,0.631439210207072
"s__palleronii",0.0426900146240441,-0.0992932683343017,0.188185850480231,-0.0544052213343908,-0.135479449772011,0.20603655872851,-0.292710515924004,-0.146395232415764,-0.176475487872437,-0.00905286068108131,-0.00756940217082985,-0.216219297169479,-0.205750948755578,0.00507892527120399,0.0530450422691188,-0.0366216739685389,0.0790935313897988,-0.0827445848106002,-0.105806765394087,0.077605513360126,-0.0068683712234434,-0.163965624787715,-0.084904083382808,0.0126393399525273,0.0163004123647418,0.163758365270407,-0.232866489042375,0.182773279650843,0.288342322456339,0.103100999763492,0.150363300846538,0.165925867018412,-0.014061730280292,0.0591859960406131,-0.250269909528086,0.186378519982314,0.00558765539390972,0.136388553059418,0.292867209828507,0.125692159539373,0.182355986322165,0.00611698994166242,-0.150820707055489,0.09758660102357,0.00620866708902039,-0.0673321324551821,0.0748268607321832,0.0190436013815226,0.0648816446724148,0.264933465626897,0.286285985516027,0.320535471685451,-0.0254094499318428,-0.0081785082537696,0.0282367928973756,-0.227602783211216,0.0512931406365796,0.0330936547860396,-0.185816937079183,0.0471636935488728,-0.00347214449985554,-0.543945397933162,-0.429601600244754,0.0883909733621395,-0.148352369000114
"s__mucosae",0.114773487605838,-0.155361589192778,0.138641520199966,-0.123716444942457,-0.294703548923798,0.326536861910945,-0.45815758521657,-0.424988477892862,-0.273824153510323,-0.0676334449084123,0.0106356695399992,-0.317294974276618,-0.294731193249448,0.00152836787466834,0.17761295386159,0.0864202335421676,0.155425673276643,-0.115775665064357,-0.0424885153621436,0.0178409593839396,0.0929753301905119,-0.284661740833859,0.00811254563293893,0.12858200780201,0.167263342433655,0.361966422073334,-0.460682817497652,0.0408472171735273,0.557972343325422,0.202391350290704,0.408111970491893,0.173030457503369,-0.0453277247618821,0.164728590944674,-0.440618064092852,0.309519768653156,0.105141559757958,0.335052951555669,0.533839623711069,0.22780907526946,0.162948191165644,0.0396026996065772,-0.261970474992515,0.0582417718823865,0.0587677047173315,-0.153262253713976,0.0745160087050345,0.135980893800348,0.0914785694724554,0.435467142611792,0.507234013227512,0.549967198350071,-0.155578797000867,-0.0143493079101984,0.0591668961666266,-0.561852760136508,0.311294157103451,0.0950425242616535,-0.462575625190437,0.104705929244855,-0.0783565131057329,-0.969526822584734,-0.789068663974667,0.099673681751054,-0.384340507736252
"s__putredinis",-0.0195588556054849,0.0389535383260858,-0.172668256281376,-0.0923311930288851,-0.00881850960554845,-0.0539185780532004,0.2082575982994,-0.115717748665961,-0.0567478632015911,-0.119698013531715,0.0620862202434317,0.193081388918684,0.123351909783925,0.0238662936955307,0.108385572074931,0.697513529286623,0.078424798817137,0.0770032126286369,0.198167828062424,-0.220629994658808,0.00933122613840594,0.0480333576692508,0.16091073924637,0.043150626900148,0.0720751758992747,-0.298577009062559,-0.0259408491092311,-0.205800775880353,-0.0792795495135268,0.0441389162040071,0.0349271003589792,-0.19369596711081,-0.0939397991613281,-0.00378940756915128,-0.00868891994311127,-0.0991451510110516,0.0973591479662582,0.0398565071337205,0.141535480454085,-0.180389425293504,-0.213233019029136,0.0467541284016717,-0.102074612495344,-0.298045457316444,0.0390821934608236,-0.0679019800866349,-0.192164881773141,0.0568387938594352,0.0364327376914558,-0.0594522549402773,-0.0284116007531756,0.00806749910057492,-0.0642850042510103,0.0553582210871986,0.233553818015177,-0.131927838590845,0.251836722545938,0.00847004476976168,-0.0483928563613866,-0.0423242081679517,-0.0419577414569589,0.216142275966701,-0.179416598545063,-0.0761320699992558,0.142109387047776
"s__citroniae",-0.0231114727956859,0.0253851122176894,-0.0377917391912524,-0.00773284288049923,0.0375404724600087,-0.0463647407800505,0.100217829673107,0.0371490910029441,0.0103907572867458,-0.0183789895077269,0.0126155857705686,0.0796383926730989,0.0576850839346658,0.00724663912731832,-0.00106141690685578,0.160442640443553,0.0019252193600091,0.0299748278761284,0.0402203786753558,-0.0467482086440215,-0.0211642269621568,0.0441986553634786,0.0227284299310105,-0.0161118573219346,-0.0166649824434583,-0.130640609362553,0.0506694844177737,-0.0246832733157451,-0.089993341657264,-0.0131997031995577,-0.0541572562232352,-0.0566719094605639,-0.017827615756995,-0.0270493958226221,0.0466747048521775,-0.0589760034488524,0.00260391782510262,-0.0385333810287933,-0.0233235662211178,-0.075117531786679,-0.0558939733756384,0.00461371420160566,0.00100744151780147,-0.0729099727268846,-0.00201483850515168,0.00304486045993265,-0.0531550292825319,-0.0127291771717495,0.00259481598552218,-0.0606532812171913,-0.0645603706484772,-0.0571873411196824,0.0139559603382588,0.0166088785667758,0.0555765971537724,0.0472056518394054,0.00560319992153905,-0.012951408864095,0.055554054058058,-0.0258874083427861,0.00651556657344101,0.168035540080984,0.0432906062631642,-0.0246377679551176,0.0969705240759274
"s__bifidum",0.050757537798905,-0.232701253638794,0.384940624870415,-0.319959551908804,-0.366284713280037,0.532955169358673,-0.498807062071506,-0.51142889743546,-0.667890436300535,-0.219301119943893,0.0801541834628659,-0.309124498959266,-0.421594772078301,0.0695129316563727,0.29685923293004,1.15103210285736,0.375665573496899,-0.117206861603444,-0.0463311166640022,-0.1046047756267,-0.0972016654299889,-0.391301039167005,-0.071800851783945,0.0269172044073519,0.0662905081601088,-0.181578407055611,-0.692907720625524,0.382964068488221,0.646295628907678,0.373588278048951,0.383111644637103,0.210200618779311,-0.210837562209544,0.111970846207236,-0.755865327748671,0.368397514450612,0.124668236070633,0.395841674178821,1.13092761022558,0.00380936411545608,0.255067595135875,0.0854109366394254,-0.652617880487747,-0.205384289957171,0.0530282108883794,-0.30301943706737,-0.111845722859695,0.0767453411135046,0.285087521277926,0.690896768017913,0.784944454490477,0.975020302376068,-0.102800623423919,0.086649064876476,0.542286291315565,-0.789058036739776,0.454414484245871,0.0811358790339744,-0.521922196534358,0.0347117113632254,-0.0284992352490377,-1.16149896082345,-1.59703245869672,0.159311807077096,-0.0411644455900897
