"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"0610005C13Rik","Group_safe",0.219118024877904,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.62418735896337,0.699718064946926
"0610007P14Rik","Group_safe",0.905316906462254,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00744343901576,0.0106988436742637
"0610009B22Rik","Group_safe",0.675381304433575,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.976882235903751,-0.0337434404909452
"0610009L18Rik","Group_safe",0.246882127958705,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.773404497332609,-0.370704941197716
"0610009O20Rik","Group_safe",0.441870476184281,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.03380552746179,0.0479648210940778
"0610010F05Rik","Group_safe",0.5715141718329,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.925827798701269,-0.111184213564142
"0610010K14Rik","Group_safe",0.362784940211769,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.06433122772593,0.089947198050589
"0610011F06Rik","Group_safe",0.350643824967293,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0601533945071,0.0842730246788214
"0610012G03Rik","Group_safe",0.724767819510135,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.962371629419194,-0.0553339821941711
"0610030E20Rik","Group_safe",0.364486736269751,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.940779967650416,-0.0880707541849125
"0610037L13Rik","Group_safe",0.971029274972411,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.997989240336563,-0.00290383342979682
"0610038B21Rik","Group_safe",0.981845550400031,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.988744789453299,-0.0163299080829118
"0610039K10Rik","Group_safe",0.0774736934907156,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.124464083574976,-3.00619860901047
"0610040B10Rik","Group_safe",0.570375171114671,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.14120747736274,0.190561104817764
"0610040J01Rik","Group_safe",0.991081053841227,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.987008822673117,-0.0188651141875894
"0610043K17Rik","Group_safe",0.781158052647932,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.23608577010601,0.305778853123703
"1010001N08Rik","Group_safe",0.40604361913642,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.394163905900076,-1.34313242191306
"1110001J03Rik","Group_safe",0.662357806731805,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.944832988515101,-0.0818687580774643
"1110002L01Rik","Group_safe",0.981162832741098,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00392675068816,0.00565401005156197
"1110004E09Rik","Group_safe",0.517479550027466,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04743821269367,0.0668651433331871
"1110004F10Rik","Group_safe",0.830722931827798,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.989378463092257,-0.0154055998057993
"1110006O24Rik","Group_safe",0.558718326385319,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.819962281063172,-0.286370548784325
"1110007C09Rik","Group_safe",0.831928766575135,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.972954124614816,-0.0395563122355409
"1110008F13Rik","Group_safe",0.696368713704979,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.03616741633894,0.0512571219516112
"1110008L16Rik","Group_safe",0.564911856351571,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02979234403095,0.0423534496025984
"1110008P14Rik","Group_safe",0.304626155633434,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.07118063824824,0.0992017890798552
"1110012L19Rik","Group_safe",0.567075147125135,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.06561958436511,0.0916925021678248
"1110017D15Rik","Group_safe",0.283812412077424,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.560830935583777,-0.834362163901235
"1110019D14Rik","Group_safe",0.952132486694587,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0077734920965,0.0111714140856381
"1110020A21Rik","Group_safe",0.918795062319104,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.973164049880228,-0.0392450689158793
"1110028F18Rik","Group_safe",0.694634976697331,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.88426529832698,0.914002105945831
"1110032A03Rik","Group_safe",0.754482083405751,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02763498994163,0.0393279185081074
"1110034G24Rik","Group_safe",0.790193115156288,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.03548197235721,0.0503024365934264
"1110037F02Rik","Group_safe",0.537963884090989,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.950878030451871,-0.0726677970689139
"1110038B12Rik","Group_safe",0.803254130084388,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.965360803198159,-0.0508598450466916
"1110038F14Rik","Group_safe",0.897247590175137,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.00854310190561,0.0122727414389343
"1110046J04Rik","Group_safe",0.776512225506513,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.959385438166854,-0.0598175528296169
"1110051M20Rik","Group_safe",0.725793907886444,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01510696929122,0.0216317628139461
"1110059E24Rik","Group_safe",0.82625555681577,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.989848158278401,-0.014720860704999
"1110059G10Rik","Group_safe",0.0251512260188226,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.87441591351887,-0.193608437992543
"1110065P20Rik","Group_safe",0.980384398499819,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.997343782011181,-0.00383721101356931
"1190002F15Rik","Group_safe",0.399967059116349,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.895453479628344,-0.159309611255491
"1190002N15Rik","Group_safe",0.179249130931026,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.845586690485966,-0.241975425973069
"1190005I06Rik","Group_safe",0.82668986916109,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.905089859693169,-0.143867061036281
"1190007I07Rik","Group_safe",0.760094638803273,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.963473899636765,-0.0536825102289838
"1200014J11Rik","Group_safe",0.226847620172306,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.946572269931031,-0.0792154363003875
"1300002E11Rik","Group_safe",0.720746099146068,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.97120326895861,-0.0421548173398561
"1300017J02Rik","Group_safe",0.577658789084812,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.667037492029124,-0.584160241956721
"1500004A13Rik","Group_safe",0.177580997157491,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.851310669760731,-0.232242382562693
"1500009C09Rik","Group_safe",0.791860839800699,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.59845231899453,0.676675709913802
"1500009L16Rik","Group_safe",0.658502176336685,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.1398518952407,0.188846382387736
"1500011B03Rik","Group_safe",0.905802809391063,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0220043220436,0.0314012974278609
"1500011K16Rik","Group_safe",0.817720010214883,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01985004531104,0.0283570396574065
"1500012F01Rik","Group_safe",0.841296182563486,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.976168562214365,-0.0347978048109194
"1500012K07Rik","Group_safe",0.710335107021575,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.719039125364296,-0.475857820143087
"1500015A07Rik","Group_safe",0.912639292625025,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02568539287218,0.0365882828500802
"1500015O10Rik","Group_safe",0.903825251230643,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.02401680654654,0.0342393935824164
"1500017E21Rik","Group_safe",0.427885673213665,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.1244062608375,0.169163391963291
"1500026H17Rik","Group_safe",0.592969611970539,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.634414454836126,-0.656502452340395
"1600002H07Rik","Group_safe",0.772648904458326,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0204781734623,0.0292453255607883
"1600002K03Rik","Group_safe",0.686312484326996,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.945469865513029,-0.0808966182752354
"1600012H06Rik","Group_safe",0.160688671088627,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.947884052723991,-0.0772174986230109
"1600014C10Rik","Group_safe",0.849698073910379,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01829039738415,0.0261490497449174
"1600014C23Rik","Group_safe",0.991045827040632,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.989624751598287,-0.0150465107396746
"1600020E01Rik","Group_safe",0.864372702179501,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.981651069616446,-0.026717788871633
"1600023N17Rik","Group_safe",0.793403001903631,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.17895642687451,0.237510398645303
"1600027J07Rik","Group_safe",0.88861786886604,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.948601608512921,-0.0761257801367505
"1700001C19Rik","Group_safe",0.585266225639236,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.66563673737459,0.736073794261275
"1700001G11Rik","Group_safe",0.75161886633219,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.16781892975019,0.223816601784552
"1700001G17Rik","Group_safe",0.719792102357631,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.845593184171309,-0.241964346835027
"1700001K19Rik","Group_safe",0.354214473756375,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.71810173468259,-0.477739847322544
"1700001K23Rik","Group_safe",0.745842824616113,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.34549581597055,0.428137904699682
"1700001L05Rik","Group_safe",0.868704567695833,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.969323395523185,-0.0449500223538614
"1700001L19Rik","Group_safe",0.306969452391041,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.59399447162053,0.672646625702613
"1700001O22Rik","Group_safe",0.210882493503266,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.51339853487552,0.597791953567214
"1700001P01Rik","Group_safe",0.779152437705555,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.839030732593308,-0.253204439230688
"1700003E16Rik","Group_safe",0.929525867415087,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01138276926765,0.0163291048712283
"1700003F12Rik","Group_safe",0.498586425169996,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.860305388429182,-0.217079220927491
"1700003G18Rik","Group_safe",0.220058192428032,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.222773815118562,-2.16634842692511
"1700003M02Rik","Group_safe",0.274524262861375,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.600638612185069,-0.735430873043656
"1700006H21Rik","Group_safe",0.866152268920321,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.853742267531975,-0.228127488124507
"1700007F19Rik","Group_safe",0.781940214650771,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.611919212260366,-0.708586899101468
"1700007G11Rik","Group_safe",0.524013363253193,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.5483395098192,0.630721850957444
"1700007J10Rik","Group_safe",0.829771378022675,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.946183620817349,-0.0798079080074636
"1700007K09Rik","Group_safe",0.5193544196003,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.80717923692578,0.853739600502618
"1700007K13Rik","Group_safe",0.504620915341332,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.80192076874298,-0.318468392107728
"1700007L15Rik","Group_safe",0.860038076781852,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.972381326896069,-0.0404059060179483
"1700008J07Rik","Group_safe",0.137789349592309,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.670885631545668,-0.575861249274258
"1700008O03Rik","Group_safe",0.645010153512342,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",2.07408325622376,1.05247380684659
"1700009N14Rik","Group_safe",0.363384045941861,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.6243123915159,-0.679659993819659
"1700011E24Rik","Group_safe",0.618282460233876,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.436115970523677,-1.19721627215087
"1700011I03Rik","Group_safe",0.17308346361229,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",2.07163212439457,1.05076783534496
"1700011L22Rik","Group_safe",0.26824823044478,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.177831799616091,-2.49141476708441
"1700012B07Rik","Group_safe",0.946202518788815,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.957609305960092,-0.0624909225587038
"1700012B09Rik","Group_safe",0.825975308134074,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04918133865793,0.0692640523408793
"1700012D01Rik","Group_safe",0.704827085174327,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.895943715824639,-0.158519991456252
"1700012D14Rik","Group_safe",0.375479497384225,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.49189041187542,0.577141565049923
"1700012H19Rik","Group_safe",0.612566879790913,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.626605895914513,-0.674369750383293
"1700012I11Rik","Group_safe",0.560435284681623,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",2.25792704317834,1.17499887134331
"1700013F07Rik","Group_safe",0.963552912701016,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.03451093628327,0.0489488966606957
"1700013G24Rik","Group_safe",0.533459842611023,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.78596231772617,-0.347467949493533
"1700013H16Rik","Group_safe",0.144720376162612,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.205668223345677,-2.28160918660049
"1700015F17Rik","Group_safe",0.970555084857191,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.940261460022496,-0.0888661097697545
"1700016C15Rik","Group_safe",0.723450229955912,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.53937800553194,0.622347539491948
"1700016D06Rik","Group_safe",0.878730596364185,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.12076571518446,0.164484728752624
"1700016L04Rik","Group_safe",0.990106851702964,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.98381048823206,-0.0235476594238801
"1700017B05Rik","Group_safe",0.863858291381156,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01310989719353,0.0187906791109559
"1700018A04Rik","Group_safe",0.495676976260142,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.22144745372563,0.288591800666119
"1700018L02Rik","Group_safe",0.366860125317977,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.573513411229156,-0.80210087178912
"1700019A02Rik","Group_safe",0.743473057490779,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.56360462822197,0.644875760079446
"1700019G17Rik","Group_safe",0.968172749983576,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01172761265544,0.0168209256386099
"1700019L03Rik","Group_safe",0.70976789907196,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.91977637282121,-0.120644956586211
"1700020A23Rik","Group_safe",0.829226563145236,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.16505059667653,0.220392610664313
"1700020D05Rik","Group_safe",0.866245046065702,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.915588734972386,-0.127228382211601
"1700020I14Rik","Group_safe",0.419539713453976,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.909241137696978,-0.137265135974884
"1700020L24Rik","Group_safe",0.748948285110292,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.0640050318705,0.0895049736186669
"1700020N01Rik","Group_safe",0.744777712806124,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.56001757485521,0.64156228230139
"1700021F05Rik","Group_safe",0.704684756173015,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.977780913256048,-0.03241685135314
"1700021K19Rik","Group_safe",0.314372565012592,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04047882489353,0.0572476046388918
"1700022H01Rik","Group_safe",0.885367221161972,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.09226529631691,0.127323309733628
"1700022I11Rik","Group_safe",0.0360101891916788,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.0954229216038662,-3.38952033117329
"1700023C21Rik","Group_safe",0.489118045605121,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",2.53412051580877,1.34148513672232
"1700023F06Rik","Group_safe",0.269503664546094,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.91362719984415,0.936309800920283
"1700024P16Rik","Group_safe",0.340299450985412,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.786874166503195,-0.345795150230252
"1700025F24Rik","Group_safe",0.468214032783905,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.74673412817615,0.804660031178424
"1700025G04Rik","Group_safe",0.598356743797887,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.956723278220093,-0.0638263936554473
"1700026D08Rik","Group_safe",0.765182131043157,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.14293714633441,0.192746067450071
"1700026J14Rik","Group_safe",0.771055798616844,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.736022032717608,-0.442179141082434
"1700026L06Rik","Group_safe",0.541087126949277,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.32074228580955,0.401348983422887
"1700028E10Rik","Group_safe",0.650558528452411,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.27134763427686,0.346358571391176
"1700028I16Rik","Group_safe",0.842462019987899,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.919124893485188,-0.121667182263973
"1700028J19Rik","Group_safe",0.659876404567919,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.11503624813688,0.157090610735077
"1700028K03Rik","Group_safe",0.539662420568847,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.808512548045051,-0.306657930512002
"1700029H14Rik","Group_safe",0.756996499573814,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.69752390775796,0.763431893386629
"1700029I15Rik","Group_safe",0.360748096902938,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.29588712510312,0.373940061474222
"1700029J03Rik","Group_safe",0.559575080493772,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.18960333215254,0.250480593586705
"1700029J07Rik","Group_safe",0.528796738078802,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.873297816138986,-0.195454362457037
"1700030F04Rik","Group_safe",0.487141562820445,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.67056324445616,0.740334601491268
"1700030F18Rik","Group_safe",0.740896205955483,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.775765836515638,-0.366306851596956
"1700030J22Rik","Group_safe",0.569912252736655,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.932566190535294,-0.100721968052401
"1700030K09Rik","Group_safe",0.770590466547534,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.01950842228446,0.0278736936848968
"1700031A10Rik","Group_safe",0.723689502409169,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.13522794125797,0.182982003864718
"1700034E13Rik","Group_safe",0.839219831365666,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.900524676779033,-0.151162284520442
"1700034H15Rik","Group_safe",0.298706767603138,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.99653163468604,0.997495931396503
"1700034P13Rik","Group_safe",0.812532554664756,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.883091819238409,-0.179364645379359
"1700037C18Rik","Group_safe",0.248035225694371,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.854814869652771,-0.22631609074115
"1700037H04Rik","Group_safe",0.898646866085678,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.988851269730531,-0.0161745491891171
"1700042O10Rik","Group_safe",0.912868935856691,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.04651474491872,0.0655926386564592
"1700048M11Rik","Group_safe",0.763064092546482,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.09317721875256,0.128527300269075
"1700048O20Rik","Group_safe",0.759418315703449,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.80757646954233,-0.308329219593345
"1700049G17Rik","Group_safe",0.772606864656111,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.96952369222844,-0.0446519410185865
"1700052K11Rik","Group_safe",0.902335815195884,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.990490560252731,-0.0137848691329914
"1700056E22Rik","Group_safe",0.0831193950738614,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.610680789789733,-0.711509631908572
"1700057G04Rik","Group_safe",0.759283197891093,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",1.68953287561367,0.756624423318145
"1700061G19Rik","Group_safe",0.432630715183726,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.764225198425752,-0.387930267125819
"1700061I17Rik","Group_safe",0.42490713864544,0.999761144820883,"T3976.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",0.48485620677199,-1.04437114250613
"1700064M15Rik","Group_safe",0.382528741663407,0.999761144820883,"DMSO.LIPUS","DESeq2","DMSO.LIPUS vs T3976.LIPUS",4.27727518866163,2.0966920294134
